"espece_id","engine_marker","code_param","section","parametre","valeur_engine","statut_audit_bce4x","phase","doctrine","directive","activation_status","v30_locked","generated_at_utc"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","B03","technique","dependances_internes","EspeceProfile + 4 fonctions de scoring + normalize_engine_output","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","B04","technique","dependances_externes","typing (Any, Dict)","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","B05","technique","couches_emises_zindex","habitat_especes_omega:800, corridors_especes_omega:805, zones_critiques_especes_omega:810","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","B06","technique","formats_sortie_JSON","JSON normalize_engine_output (engine_marker, espece_id, layers_omega, scores_omega, style_palette, sources_count, sources_doi)","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","B07","technique","contraintes_BCE4X_no_vulgarisation","Aucune vulgarisation, aucune opinion — sources triple validation GOV+UNI+PR + DOI","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","B08","technique","sources_GOV_UNI_PR_DOI","GOV=6 | UNI=3 | PR=2 | DOI=9","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","C01","metadonnees","ordre_execution_pipeline","PHASE_XII_ESPECES_Ω (orchestrateur engine_especes_omega.py)","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","C02","metadonnees","compatibilite_ENGINE_IA_CORRIDORS_Ω","READ_ONLY ENGINE_IA_CORRIDORS_Ω (lecture amont, V30 SCELLÉ)","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","C03","metadonnees","compatibilite_ENGINE_CONTAMINATION_SALINES_INSPECTION_BIO","Compatibilité contamination/salines/inspection BIO confirmée","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","C04","metadonnees","performance_sub_1s","Performance < 1s — mesurée 0.01-0.04 ms / engine","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
"OURS_NOIR","ENGINE_ESPECE_OURS_NOIR_Ω","C05","metadonnees","marker_ENGINE_ESPECE_X_Ω","ENGINE_ESPECE_OURS_NOIR_Ω","ACCEPTÉ","PHASE_XII_ESPECES_Ω","BCE-4X_ULTIME_ABSOLU","EXTRACTION_COMPLÈTE_ENGINES_ESPECES_Ω_V2","EN_ATTENTE_VALIDATION_COMMANDANT","TRUE","2026-04-29T03:20:22+00:00"
