"espece_id","section","subsection","champ","valeur","ordre","doctrine","activation_status"
"OURS_NOIR","corridors","","corridors_reels_gps","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","corridors","","connectivite_optimum","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","corridors","","fragmentation_penalty","fragmentation = augmentation des conflits humains","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","corridors","","zones_passage_essentielles","corridors fonctionnels entre zones de nourriture ↔ repos","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","corridors","","zones_passage_essentielles","évitement des zones fortement urbanisées","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","corridors","","distances_typiques","déplacements saisonniers marqués","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","","besoins_proteines","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","","besoins_energetiques","importance des glands (mast) en automne","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","","besoins_energetiques","dépendance aux ressources énergétiques avant hibernation","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","besoins_mineraux","sodium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","besoins_mineraux","calcium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","besoins_mineraux","magnesium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","alimentation_saisonniere","printemps","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","alimentation_saisonniere","ete","importance des fruits (baies) en été","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","alimentation_saisonniere","automne","importance des glands (mast) en automne","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","nutrition","alimentation_saisonniere","hiver","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","sites_critiques","","mise_bas","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","sites_critiques","","nidification","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","sites_critiques","","rut","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","sites_critiques","","tanieres","Tanières : cavités, pentes, arbres creux, zones rocheuses","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","sites_critiques","","tanieres","Repos : couvert dense","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","sites_critiques","","repos","Repos : couvert dense","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","sites_critiques","","alimentation","Alimentation : zones de baies, régénérations forestières, milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","sites_critiques","","eau","Alimentation : zones de baies, régénérations forestières, milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","sites_critiques","","eau","Déplacements : corridors forestiers continus","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","pression_humaine","","routes","mortalité accrue liée aux routes","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","pression_humaine","","agriculture","utilisation opportuniste des zones agricoles","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","pression_humaine","","urbanisation","évitement des zones urbaines denses","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","pression_humaine","","fragmentation","fragmentation = augmentation des conflits","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","pression_humaine","","fragmentation","mortalité accrue liée aux routes","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","pression_humaine","","attractifs_anthropiques","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","pression_humaine","","conflits_humains","fragmentation = augmentation des conflits","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","cwd","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","lpdv","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","tique_hiver","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","autres","compétition alimentaire avec cervidés dans zones de mast","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","autres","prédation occasionnelle sur faons (orignal, chevreuil)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","autres","interactions spatiales avec coyotes et loups","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","autres","conflits ours-humains liés à disponibilité alimentaire","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","autres","stabilité ou croissance dans plusieurs régions","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","autres","augmentation des conflits humains","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","autres","influence du climat sur disponibilité alimentaire","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","maladies","","autres","expansion vers le nord dans certaines zones","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","thermoregulation","","seuil_stress","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","thermoregulation","","comportements_adaptation","tolérance thermique élevée","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","thermoregulation","","comportements_adaptation","sélection de zones ombragées en été","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","thermoregulation","","comportements_adaptation","dépendance aux tanières isolées en hiver","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","thermoregulation","","zones_refuge","sélection de zones ombragées en été","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","neige","","seuil_mobilite","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","neige","","seuil_mortalite","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","neige","","zones_refuge","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","interactions","","competition","compétition alimentaire avec cervidés dans zones de mast","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","interactions","","predation","prédation occasionnelle sur faons (orignal, chevreuil)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","interactions","","predation","interactions spatiales avec coyotes et loups","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","interactions","","predation","conflits ours-humains liés à disponibilité alimentaire","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","interactions","","partage_corridors","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","dynamique","","tendances_20_ans","stabilité ou croissance dans plusieurs régions","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","dynamique","","tendances_20_ans","augmentation des conflits humains","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","dynamique","","tendances_20_ans","influence du climat sur disponibilité alimentaire","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","dynamique","","tendances_20_ans","expansion vers le nord dans certaines zones","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","dynamique","","expansion","augmentation des conflits humains","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","dynamique","","expansion","expansion vers le nord dans certaines zones","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","dynamique","","declin","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","dynamique","","facteurs","stabilité ou croissance dans plusieurs régions","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","dynamique","","facteurs","influence du climat sur disponibilité alimentaire","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","dawn","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","day","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","dusk","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","night","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","printemps","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","ete","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","automne","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","hiver","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","rut_actif","True","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","hyperphagie_active","True","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_COMPORTEMENT","ravages_actifs","False","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SENSORIEL","thermique_seuil_C","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SENSORIEL","neige_seuil_mobilite_cm","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SENSORIEL","neige_seuil_mortalite_cm","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_CORRIDORS","fragmentation_penalty","fragmentation = augmentation des conflits humains","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_CORRIDORS","connectivite_optimum","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_CORRIDORS","corridors_gps_documentes","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_NUTRITION","besoins_proteines","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_NUTRITION","besoins_energetiques","importance des glands (mast) en automne","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_NUTRITION","besoins_energetiques","dépendance aux ressources énergétiques avant hibernation","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_NUTRITION","printemps","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_NUTRITION","ete","importance des fruits (baies) en été","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_NUTRITION","automne","importance des glands (mast) en automne","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_NUTRITION","hiver","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_TERRITOIRE","habitat_types","forêts mixtes","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_TERRITOIRE","habitat_types","zones de régénération forestière","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_TERRITOIRE","habitat_types","milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_TERRITOIRE","habitat_types","zones de transition forêt-agriculture","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_TERRITOIRE","habitat_types","pentes abritées pour tanières","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_TERRITOIRE","zones_humides","milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_TERRITOIRE","zones_thermiques","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_INTERACTIONS","competition","compétition alimentaire avec cervidés dans zones de mast","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_INTERACTIONS","predation","prédation occasionnelle sur faons (orignal, chevreuil)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_INTERACTIONS","predation","interactions spatiales avec coyotes et loups","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_INTERACTIONS","predation","conflits ours-humains liés à disponibilité alimentaire","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_INTERACTIONS","partage_corridors","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_CLIMAT","thermique_stress_C","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_CLIMAT","neige_mortalite_cm","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_CLIMAT","facteurs_climatiques","stabilité ou croissance dans plusieurs régions","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_CLIMAT","facteurs_climatiques","influence du climat sur disponibilité alimentaire","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SITES_CRITIQUES","mise_bas","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SITES_CRITIQUES","nidification","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SITES_CRITIQUES","rut","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SITES_CRITIQUES","tanieres","Tanières : cavités, pentes, arbres creux, zones rocheuses","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SITES_CRITIQUES","tanieres","Repos : couvert dense","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SITES_CRITIQUES","repos","Repos : couvert dense","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SITES_CRITIQUES","alimentation","Alimentation : zones de baies, régénérations forestières, milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SITES_CRITIQUES","eau","Alimentation : zones de baies, régénérations forestières, milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_SITES_CRITIQUES","eau","Déplacements : corridors forestiers continus","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","types_couverts","forêts mixtes","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","types_couverts","zones de régénération forestière","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","types_couverts","milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","types_couverts","zones de transition forêt-agriculture","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","types_couverts","pentes abritées pour tanières","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","mosaiques_foret_agriculture","zones de transition forêt-agriculture","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","zones_humides","milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","zones_thermiques","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
