"espece_id","section","subsection","champ","valeur","ordre","doctrine","activation_status"
"CHEVREUIL","pression_humaine","","routes","corridors anthropiques (routes, champs) utilisés comme axes de déplacement","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","pression_humaine","","agriculture","corridors anthropiques (routes, champs) utilisés comme axes de déplacement","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","pression_humaine","","urbanisation","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","pression_humaine","","fragmentation","forte tolérance à la présence humaine","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","pression_humaine","","fragmentation","augmentation des déplacements nocturnes en zones perturbées","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","pression_humaine","","attractifs_anthropiques","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","pression_humaine","","conflits_humains","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","maladies","","cwd","rôle majeur dans la propagation du CWD","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","maladies","","cwd","CWD = menace majeure","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","maladies","","lpdv","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","maladies","","tique_hiver","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","maladies","","autres","compétition avec orignal dans zones de chevauchement","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","maladies","","autres","prédation sur faons : coyote, ours noir","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","maladies","","autres","expansion vers le nord (climat plus doux)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","maladies","","autres","augmentation de densité dans plusieurs régions","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","maladies","","autres","fragmentation = mortalité accrue","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","thermoregulation","","seuil_stress","27.0","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","thermoregulation","","comportements_adaptation","stress thermique dès 26–28°C","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","thermoregulation","","comportements_adaptation","sélection d’habitats ombragés","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","thermoregulation","","comportements_adaptation","réduction des déplacements en période chaude","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","thermoregulation","","zones_refuge","sélection d’habitats ombragés","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","neige","","seuil_mobilite","45.0","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","neige","","seuil_mortalite","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","neige","","zones_refuge","dépendance aux zones de couvert dense","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","interactions","","competition","compétition avec orignal dans zones de chevauchement","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","interactions","","competition","rôle majeur dans la propagation du CWD","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","interactions","","predation","prédation sur faons : coyote, ours noir","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","interactions","","partage_corridors","compétition avec orignal dans zones de chevauchement","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","tendances_20_ans","expansion vers le nord (climat plus doux)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","tendances_20_ans","augmentation de densité dans plusieurs régions","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","tendances_20_ans","CWD = menace majeure","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","tendances_20_ans","fragmentation = mortalité accrue","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","expansion","expansion vers le nord (climat plus doux)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","expansion","augmentation de densité dans plusieurs régions","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","declin","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","facteurs","expansion vers le nord (climat plus doux)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","facteurs","CWD = menace majeure","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","dynamique","","facteurs","fragmentation = mortalité accrue","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","dawn","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","day","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","dusk","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","night","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","printemps","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","ete","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","automne","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","hiver","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","rut_actif","True","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","hyperphagie_active","False","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_COMPORTEMENT","ravages_actifs","True","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SENSORIEL","thermique_seuil_C","27.0","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SENSORIEL","neige_seuil_mobilite_cm","45.0","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SENSORIEL","neige_seuil_mortalite_cm","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_CORRIDORS","fragmentation_penalty","fragmentation = augmentation du risque de mortalité","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_CORRIDORS","connectivite_optimum","corridors stables entre zones de repos ↔ alimentation","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_CORRIDORS","corridors_gps_documentes","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_NUTRITION","besoins_proteines","besoins élevés en protéines au printemps","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_NUTRITION","besoins_energetiques","alimentation mixte : feuilles, bourgeons, glands, fruits, herbacées","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_NUTRITION","besoins_energetiques","dépendance aux glands (mast) en automne","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_NUTRITION","printemps","besoins élevés en protéines au printemps","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_NUTRITION","ete","sélection de végétation riche en humidité en été (thermorégulation)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_NUTRITION","automne","dépendance aux glands (mast) en automne","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_NUTRITION","hiver","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_TERRITOIRE","habitat_types","mosaïques feuillus/conifères","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_TERRITOIRE","habitat_types","zones de transition forêt-agriculture","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_TERRITOIRE","habitat_types","forêts matures pour le couvert","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_TERRITOIRE","habitat_types","clairières pour l’alimentation","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_TERRITOIRE","zones_humides","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_TERRITOIRE","zones_thermiques","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_INTERACTIONS","competition","compétition avec orignal dans zones de chevauchement","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_INTERACTIONS","competition","rôle majeur dans la propagation du CWD","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_INTERACTIONS","predation","prédation sur faons : coyote, ours noir","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_INTERACTIONS","partage_corridors","compétition avec orignal dans zones de chevauchement","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_CLIMAT","thermique_stress_C","27.0","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_CLIMAT","neige_mortalite_cm","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_CLIMAT","facteurs_climatiques","expansion vers le nord (climat plus doux)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_CLIMAT","facteurs_climatiques","CWD = menace majeure","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_CLIMAT","facteurs_climatiques","fragmentation = mortalité accrue","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SITES_CRITIQUES","mise_bas","Mise bas : zones isolées, couvert dense","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SITES_CRITIQUES","nidification","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SITES_CRITIQUES","rut","Rut : clairières, mosaïques forestières","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SITES_CRITIQUES","rut","Frottis / rubs : zones de rut, corridors","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SITES_CRITIQUES","tanieres","Mise bas : zones isolées, couvert dense","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SITES_CRITIQUES","repos","Mise bas : zones isolées, couvert dense","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SITES_CRITIQUES","repos","Repos : forêts matures, zones thermiques","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SITES_CRITIQUES","alimentation","Rut : clairières, mosaïques forestières","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_SITES_CRITIQUES","eau","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","types_couverts","mosaïques feuillus/conifères","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","types_couverts","zones de transition forêt-agriculture","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","types_couverts","forêts matures pour le couvert","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","types_couverts","clairières pour l’alimentation","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","mosaiques_foret_agriculture","mosaïques feuillus/conifères","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","mosaiques_foret_agriculture","zones de transition forêt-agriculture","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","zones_humides","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
